InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
9870-1902,1143062052793,16.89,0.09,233.16494,44.53427,55104.10616,0
9870-1902,1143062052793,16.94,0.09,233.16479,44.53432,55104.11113,0
9870-1902,1143062052793,16.90,0.08,233.16504,44.53428,55297.36104,0
9870-1902,1143062052793,16.92,0.08,233.16490,44.53427,55297.36749,0
9870-1902,1143062052793,16.87,0.08,233.16493,44.53427,55297.37392,0
9870-1902,1143062052793,16.85,0.08,233.16500,44.53422,55297.38034,0
9870-1902,1143062052793,16.89,0.08,233.16494,44.53432,55303.43632,0
9870-1902,1143062052793,16.91,0.08,233.16498,44.53425,55303.44506,0
9870-1902,1143062052793,16.76,0.08,233.16520,44.53424,55303.45375,0
9870-1902,1143062052793,16.86,0.08,233.16509,44.53426,55303.46250,0
9870-1902,1143062052793,16.92,0.08,233.16499,44.53428,55362.29660,0
9870-1902,1143062052793,16.90,0.08,233.16491,44.53427,55362.30474,0
9870-1902,1143062052793,16.90,0.08,233.16498,44.53423,55362.31286,0
9870-1902,1143062052793,16.92,0.08,233.16485,44.53425,55362.32112,0
9870-1902,1143062052793,16.84,0.08,233.16496,44.53426,55367.33928,0
9870-1902,1143062052793,16.87,0.08,233.16487,44.53423,55367.34392,0
9870-1902,1143062052793,16.86,0.08,233.16494,44.53426,55367.34857,0
9870-1902,1143062052793,16.91,0.08,233.16501,44.53425,55367.35324,0
9870-1902,1143062052793,16.90,0.08,233.16503,44.53424,55274.49259,0
9870-1902,1143062052793,16.88,0.08,233.16505,44.53424,55274.49899,0
9870-1902,1143062052793,16.95,0.08,233.16496,44.53423,55274.50540,0
9870-1902,1143062052793,16.88,0.08,233.16498,44.53424,55274.51178,0
9870-1902,1143062052793,16.85,0.08,233.16510,44.53431,55326.38918,0
9870-1902,1143062052793,16.82,0.08,233.16498,44.53435,55326.39665,0
9870-1902,1143062052793,16.87,0.08,233.16492,44.53421,55326.40408,0
9870-1902,1143062052793,16.86,0.08,233.16501,44.53421,55326.41162,0
9870-1902,1143062052793,16.89,0.08,233.16497,44.53424,55347.36555,0
9870-1902,1143062052793,16.84,0.08,233.16488,44.53431,55347.37068,0
9870-1902,1143062052793,16.88,0.08,233.16491,44.53429,55347.37574,0
9870-1902,1143062052793,16.95,0.09,233.16511,44.53423,55347.38084,0
9870-1902,1143062052793,16.91,0.08,233.16512,44.53427,55457.13657,0
9870-1902,1143062052793,16.89,0.08,233.16512,44.53404,55457.15134,0
9870-1902,1143062052793,16.81,0.08,233.16500,44.53425,55457.15878,0
9870-1902,1143062052793,16.82,0.08,233.16491,44.53425,55652.45954,0
9870-1902,1143062052793,16.89,0.08,233.16491,44.53434,55652.46595,0
9870-1902,1143062052793,16.87,0.08,233.16497,44.53430,55652.47231,0
9870-1902,1143062052793,16.89,0.08,233.16495,44.53429,55652.47865,0
9870-1902,1143062052793,16.92,0.08,233.16498,44.53435,55678.28762,0
9870-1902,1143062052793,16.79,0.08,233.16497,44.53426,55678.29278,0
9870-1902,1143062052793,16.86,0.08,233.16507,44.53421,55678.29799,0
9870-1902,1143062052793,16.88,0.08,233.16488,44.53430,55678.30318,0
9870-1902,1143062052793,16.89,0.08,233.16498,44.53427,55719.32206,0
9870-1902,1143062052793,16.89,0.08,233.16501,44.53425,55719.33126,0
9870-1902,1143062052793,16.90,0.08,233.16506,44.53420,55719.34055,0
9870-1902,1143062052793,16.88,0.08,233.16498,44.53424,55719.34985,0
9870-1902,1143062052793,16.81,0.08,233.16516,44.53421,55725.29594,0
9870-1902,1143062052793,16.86,0.08,233.16493,44.53423,55725.30394,0
9870-1902,1143062052793,16.96,0.08,233.16511,44.53433,55725.31199,0
9870-1902,1143062052793,16.75,0.08,233.16513,44.53425,55725.32012,0
9870-1902,1143062052793,16.92,0.08,233.16496,44.53433,55688.41894,0
9870-1902,1143062052793,16.93,0.08,233.16501,44.53430,55688.42532,0
9870-1902,1143062052793,16.90,0.08,233.16496,44.53427,55688.43172,0
9870-1902,1143062052793,16.96,0.08,233.16499,44.53430,55688.43816,0
9870-1902,1143062052793,16.88,0.08,233.16487,44.53427,53883.37595,0
9870-1902,1143062052793,16.90,0.08,233.16487,44.53422,53883.38318,0
9870-1902,1143062052793,16.86,0.08,233.16502,44.53420,53883.39039,0
9870-1902,1143062052793,16.86,0.08,233.16493,44.53424,53883.39760,0
9870-1902,1143062052793,16.93,0.09,233.16501,44.53428,55850.09179,0
9870-1902,1143062052793,16.90,0.09,233.16511,44.53424,55850.09540,0
9870-1902,1143062052793,16.65,0.08,233.16501,44.53407,55850.09898,0
9870-1902,1143062052793,16.82,0.09,233.16514,44.53433,55850.10267,0
9870-1902,1143062052793,16.88,0.08,233.16515,44.53420,56064.39083,0
9870-1902,1143062052793,16.84,0.08,233.16511,44.53418,56064.39761,0
9870-1902,1143062052793,16.81,0.08,233.16502,44.53420,56064.40437,0
9870-1902,1143062052793,16.90,0.08,233.16510,44.53421,56064.41110,0
9870-1902,1143062052793,16.88,0.08,233.16518,44.53425,56076.33573,0
9870-1902,1143062052793,16.83,0.08,233.16507,44.53424,56076.34325,0
9870-1902,1143062052793,16.81,0.08,233.16501,44.53424,56076.35097,0
9870-1902,1143062052793,16.87,0.08,233.16506,44.53425,56076.35868,0
9870-1902,1143062052793,16.87,0.08,233.16510,44.53420,56090.29971,0
9870-1902,1143062052793,16.87,0.08,233.16502,44.53420,56090.30704,0
9870-1902,1143062052793,16.85,0.08,233.16508,44.53417,56090.31432,0
9870-1902,1143062052793,16.87,0.08,233.16498,44.53417,56090.32164,0
9870-1902,1143062052793,16.88,0.08,233.16506,44.53426,56192.10467,0
9870-1902,1143062052793,16.88,0.08,233.16514,44.53423,56192.10919,0
9870-1902,1143062052793,16.79,0.08,233.16502,44.53419,56192.11366,0
9870-1902,1143062052793,16.89,0.08,233.16494,44.53430,56192.11819,0
9870-1902,1143062052793,16.92,0.08,233.16513,44.53424,56375.40677,0
9870-1902,1143062052793,16.89,0.08,233.16506,44.53421,56375.41301,0
9870-1902,1143062052793,16.93,0.08,233.16496,44.53427,56375.41926,0
9870-1902,1143062052793,16.91,0.08,233.16508,44.53429,56375.42554,0
9870-1902,1143062052793,16.81,0.08,233.16511,44.53422,56395.45859,0
9870-1902,1143062052793,16.91,0.08,233.16508,44.53431,56395.46605,0
9870-1902,1143062052793,16.86,0.08,233.16504,44.53424,56395.47350,0
9870-1902,1143062052793,16.85,0.08,233.16510,44.53427,56395.48105,0
9870-1902,1143062052793,16.87,0.08,233.16515,44.53422,56420.23342,0
9870-1902,1143062052793,16.88,0.08,233.16512,44.53417,56420.23966,0
9870-1902,1143062052793,16.84,0.08,233.16496,44.53424,56420.24596,0
9870-1902,1143062052793,16.88,0.08,233.16505,44.53424,56420.25226,0
9870-1902,1143062052793,16.94,0.08,233.16511,44.53430,56433.33386,0
9870-1902,1143062052793,16.91,0.08,233.16507,44.53420,56433.33959,0
9870-1902,1143062052793,16.86,0.08,233.16516,44.53423,56433.34531,0
9870-1902,1143062052793,16.95,0.08,233.16501,44.53437,56433.35100,0
9870-1902,1143062052793,16.87,0.08,233.16512,44.53432,56448.28706,0
9870-1902,1143062052793,16.83,0.08,233.16509,44.53425,56448.29159,0
9870-1902,1143062052793,16.89,0.08,233.16498,44.53425,56448.29607,0
9870-1902,1143062052793,16.81,0.08,233.16499,44.53435,56448.30062,0
9870-1902,1143062052793,16.88,0.08,233.16495,44.53424,56455.29808,0
9870-1902,1143062052793,16.85,0.09,233.16506,44.53433,56455.30373,0
9870-1902,1143062052793,16.82,0.08,233.16508,44.53421,56455.30942,0
9870-1902,1143062052793,16.85,0.08,233.16511,44.53424,56455.31513,0
9870-1902,1143062052793,16.84,0.08,233.16505,44.53422,56463.23585,0
9870-1902,1143062052793,16.94,0.08,233.16497,44.53421,56463.24037,0
9870-1902,1143062052793,16.85,0.08,233.16501,44.53424,56463.24490,0
9870-1902,1143062052793,16.92,0.08,233.16503,44.53430,56463.24939,0
9870-1902,1143062052793,16.82,0.08,233.16510,44.53431,56563.10066,0
9870-1902,1143062052793,16.85,0.08,233.16520,44.53421,56563.10738,0
9870-1902,1143062052793,16.92,0.08,233.16511,44.53419,56563.11404,0
9870-1902,1143062052793,16.79,0.08,233.16498,44.53419,56563.12078,0
8145-6102,1126038045960,15.67,0.06,116.55372,26.92389,53470.13875,0
8145-6102,1126038045960,15.72,0.06,116.55312,26.92356,53470.14604,0
8145-6102,1126038045960,15.75,0.07,116.55305,26.92349,53470.15337,0
8145-6102,1126038045960,15.76,0.07,116.55317,26.92355,53470.16070,0
8145-6102,1126038045960,15.82,0.06,116.55297,26.92357,53480.19438,0
8145-6102,1126038045960,15.81,0.06,116.55301,26.92348,53480.20254,0
8145-6102,1126038045960,15.62,0.06,116.55309,26.92326,53480.21071,0
8145-6102,1126038045960,15.42,0.06,116.55357,26.92408,53480.21883,0
8145-6102,1126038045960,15.78,0.06,116.55303,26.92352,53490.13378,0
8145-6102,1126038045960,15.71,0.06,116.55305,26.92351,53490.14031,0
8145-6102,1126038045960,15.76,0.06,116.55342,26.92396,53490.14682,0
8145-6102,1126038045960,15.71,0.06,116.55302,26.92342,53490.15332,0
8145-6102,1126038045960,15.75,0.06,116.55314,26.92355,53725.23464,0
8145-6102,1126038045960,15.71,0.06,116.55308,26.92352,53725.24266,0
8145-6102,1126038045960,15.75,0.06,116.55302,26.92349,53725.25069,0
8145-6102,1126038045960,15.73,0.06,116.55318,26.92344,53725.25871,0
8145-6102,1126038045960,15.73,0.06,116.55307,26.92360,53730.37341,0
8145-6102,1126038045960,15.71,0.06,116.55302,26.92354,53730.37908,0
8145-6102,1126038045960,15.75,0.06,116.55309,26.92357,53730.39308,0
8145-6102,1126038045960,15.74,0.06,116.55312,26.92348,53730.39876,0
8145-6102,1126038045960,15.79,0.06,116.55315,26.92358,53731.36632,0
8145-6102,1126038045960,15.79,0.06,116.55308,26.92360,53731.37511,0
8145-6102,1126038045960,15.78,0.06,116.55303,26.92355,53731.38369,0
8145-6102,1126038045960,15.84,0.06,116.55311,26.92351,53731.39250,0
8145-6102,1126038045960,15.74,0.06,116.55353,26.92391,53733.30701,0
8145-6102,1126038045960,15.70,0.06,116.55310,26.92356,53733.31490,0
8145-6102,1126038045960,15.75,0.06,116.55310,26.92352,53733.32266,0
8145-6102,1126038045960,15.76,0.06,116.55310,26.92359,53733.33048,0
8145-6102,1126038045960,15.59,0.06,116.55370,26.92404,53506.16563,0
8145-6102,1126038045960,15.75,0.06,116.55296,26.92360,53506.17101,0
8145-6102,1126038045960,15.61,0.06,116.55309,26.92363,53506.17638,0
8145-6102,1126038045960,15.62,0.06,116.55301,26.92361,53506.18175,0
8145-6102,1126038045960,15.84,0.06,116.55317,26.92348,53702.42564,0
8145-6102,1126038045960,15.81,0.06,116.55312,26.92352,53702.43103,0
8145-6102,1126038045960,15.72,0.06,116.55308,26.92346,53702.43649,0
8145-6102,1126038045960,15.75,0.06,116.55310,26.92351,53702.44189,0
8145-6102,1126038045960,15.76,0.07,116.55312,26.92356,53645.46858,0
8145-6102,1126038045960,15.71,0.06,116.55317,26.92347,53645.47510,0
8145-6102,1126038045960,15.78,0.07,116.55359,26.92392,53645.48161,0
8145-6102,1126038045960,15.70,0.06,116.55314,26.92352,53645.48813,0
8145-6102,1126038045960,15.79,0.07,116.55313,26.92353,53655.41710,0
8145-6102,1126038045960,15.74,0.06,116.55308,26.92353,53655.42192,0
8145-6102,1126038045960,15.81,0.07,116.55307,26.92348,53655.42680,0
8145-6102,1126038045960,15.75,0.06,116.55366,26.92396,53655.43165,0
8145-6102,1126038045960,15.80,0.06,116.55317,26.92353,53669.46879,0
8145-6102,1126038045960,15.82,0.06,116.55314,26.92352,53669.47578,0
8145-6102,1126038045960,15.76,0.06,116.55305,26.92358,53669.48276,0
8145-6102,1126038045960,15.73,0.06,116.55319,26.92349,53669.48977,0
8145-6102,1126038045960,15.78,0.06,116.55305,26.92353,53849.12562,0
8145-6102,1126038045960,15.74,0.06,116.55315,26.92344,53849.13223,0
8145-6102,1126038045960,15.76,0.06,116.55302,26.92355,53849.13875,0
8145-6102,1126038045960,15.74,0.06,116.55292,26.92352,53849.14522,0
8145-6102,1126038045960,17.92,0.25,116.55104,26.92511,54080.46572,0
8145-6102,1126038045960,16.16,0.11,116.55329,26.92319,54080.46572,1
8145-6102,1126038045960,15.92,0.11,116.55313,26.92348,54080.46673,0
8145-6102,1126038045960,15.65,0.10,116.55309,26.92372,54080.46774,0
8145-6102,1126038045960,18.10,0.27,116.55158,26.92522,54080.46874,0
8145-6102,1126038045960,16.17,0.11,116.55340,26.92316,54080.46874,1
8145-6102,1126038045960,15.92,0.06,116.55309,26.92344,54092.41112,0
8145-6102,1126038045960,15.88,0.06,116.55308,26.92348,54092.41595,0
8145-6102,1126038045960,15.95,0.06,116.55305,26.92350,54092.42080,0
8145-6102,1126038045960,15.94,0.06,116.55307,26.92351,54092.42565,0
8145-6102,1126038045960,15.77,0.06,116.55312,26.92352,53794.18748,0
8145-6102,1126038045960,15.73,0.06,116.55307,26.92351,53794.19343,0
8145-6102,1126038045960,15.74,0.06,116.55314,26.92353,53794.19937,0
8145-6102,1126038045960,15.71,0.06,116.55307,26.92358,53794.20530,0
8145-6102,1126038045960,15.82,0.06,116.55310,26.92353,53740.29130,0
8145-6102,1126038045960,15.76,0.06,116.55313,26.92347,53740.30133,0
8145-6102,1126038045960,15.82,0.06,116.55312,26.92360,53740.31141,0
8145-6102,1126038045960,15.79,0.06,116.55310,26.92354,53740.32142,0
8145-6102,1126038045960,15.77,0.06,116.55369,26.92406,53753.23695,0
8145-6102,1126038045960,15.71,0.06,116.55310,26.92352,53753.24334,0
8145-6102,1126038045960,15.67,0.06,116.55314,26.92349,53753.24984,0
8145-6102,1126038045960,15.76,0.06,116.55356,26.92381,53753.25626,0
8145-6102,1126038045960,15.75,0.06,116.55310,26.92356,53759.26959,0
8145-6102,1126038045960,15.73,0.06,116.55306,26.92351,53759.27385,0
8145-6102,1126038045960,15.75,0.07,116.55309,26.92353,53759.27815,0
8145-6102,1126038045960,15.71,0.06,116.55308,26.92353,53759.28247,0
8145-6102,1126038045960,15.65,0.06,116.55347,26.92406,53862.16722,0
8145-6102,1126038045960,15.72,0.06,116.55311,26.92352,53862.17430,0
8145-6102,1126038045960,15.70,0.06,116.55307,26.92367,53862.18137,0
8145-6102,1126038045960,15.65,0.06,116.55294,26.92349,53862.18870,0
8145-6102,1126038045960,16.00,0.07,116.55306,26.92357,54028.41512,0
8145-6102,1126038045960,15.96,0.06,116.55306,26.92350,54028.42567,0
8145-6102,1126038045960,15.95,0.06,116.55312,26.92349,54028.43628,0
8145-6102,1126038045960,15.98,0.06,116.55309,26.92349,54028.44684,0
8145-6102,1126038045960,15.93,0.07,116.55307,26.92346,54036.40359,0
8145-6102,1126038045960,16.01,0.07,116.55324,26.92363,54036.41058,0
8145-6102,1126038045960,15.90,0.07,116.55308,26.92352,54036.41754,0
8145-6102,1126038045960,15.83,0.06,116.55310,26.92357,54036.42449,0
8145-6102,1126038045960,15.94,0.07,116.55314,26.92355,54464.32509,0
8145-6102,1126038045960,15.99,0.07,116.55300,26.92350,54464.33156,0
8145-6102,1126038045960,15.86,0.06,116.55304,26.92361,54464.33805,0
8145-6102,1126038045960,16.13,0.07,116.55334,26.92306,54464.34457,0
8145-6102,1126038045960,18.44,0.13,116.55137,26.92541,54138.17835,0
8145-6102,1126038045960,16.16,0.07,116.55339,26.92316,54138.17835,1
8145-6102,1126038045960,18.53,0.14,116.55118,26.92522,54138.18486,0
8145-6102,1126038045960,16.18,0.07,116.55334,26.92309,54138.18486,1
8145-6102,1126038045960,15.99,0.07,116.55311,26.92351,54138.19141,0
8145-6102,1126038045960,15.94,0.07,116.55308,26.92350,54138.19792,0
8145-6102,1126038045960,15.96,0.07,116.55313,26.92352,54108.33879,0
8145-6102,1126038045960,15.99,0.07,116.55316,26.92346,54108.34581,0
8145-6102,1126038045960,16.07,0.07,116.55304,26.92356,54108.35285,0
8145-6102,1126038045960,16.02,0.07,116.55322,26.92353,54108.35985,0
8145-6102,1126038045960,15.92,0.06,116.55307,26.92345,54174.13737,0
8145-6102,1126038045960,15.95,0.06,116.55309,26.92355,54174.14274,0
8145-6102,1126038045960,15.88,0.06,116.55310,26.92356,54174.14814,0
8145-6102,1126038045960,15.96,0.06,116.55311,26.92356,54174.15351,0
8145-6102,1126038045960,15.51,0.06,116.55318,26.92352,54230.15803,0
8145-6102,1126038045960,15.42,0.06,116.55300,26.92348,54230.16340,0
8145-6102,1126038045960,16.12,0.07,116.55319,26.92342,54230.16877,0
8145-6102,1126038045960,16.10,0.07,116.55295,26.92344,54230.17418,0
8145-6102,1126038045960,15.94,0.07,116.55319,26.92344,54410.39788,0
8145-6102,1126038045960,15.87,0.07,116.55306,26.92363,54410.40276,0
8145-6102,1126038045960,15.95,0.07,116.55300,26.92356,54410.40763,0
8145-6102,1126038045960,15.80,0.06,116.55311,26.92356,54410.41250,0
8145-6102,1126038045960,15.98,0.07,116.55309,26.92354,54380.45301,0
8145-6102,1126038045960,15.91,0.06,116.55309,26.92354,54380.45843,0
8145-6102,1126038045960,15.90,0.06,116.55318,26.92353,54380.46387,0
8145-6102,1126038045960,15.87,0.06,116.55314,26.92353,54380.46930,0
8145-6102,1126038045960,15.95,0.07,116.55314,26.92362,54353.48363,0
8145-6102,1126038045960,16.11,0.07,116.55309,26.92363,54572.13333,0
8145-6102,1126038045960,16.03,0.07,116.55304,26.92356,54572.13709,0
8145-6102,1126038045960,15.56,0.06,116.55310,26.92345,54572.14084,0
8145-6102,1126038045960,16.20,0.07,116.55329,26.92312,54572.14461,0
8145-6102,1126038045960,18.27,0.15,116.55128,26.92546,54581.15368,0
8145-6102,1126038045960,16.08,0.07,116.55347,26.92321,54581.15368,1
8145-6102,1126038045960,15.64,0.07,116.55307,26.92364,54581.15791,0
8145-6102,1126038045960,16.09,0.07,116.55342,26.92326,54581.16213,0
8145-6102,1126038045960,15.60,0.07,116.55293,26.92370,54581.16657,0
8145-6102,1126038045960,18.67,0.14,116.55151,26.92553,54502.19648,0
8145-6102,1126038045960,16.15,0.07,116.55344,26.92315,54502.19648,1
8145-6102,1126038045960,15.93,0.06,116.55311,26.92358,54502.20457,0
8145-6102,1126038045960,15.91,0.06,116.55308,26.92351,54502.21266,0
8145-6102,1126038045960,15.99,0.06,116.55313,26.92359,54502.22074,0
8145-6102,1126038045960,15.89,0.06,116.55304,26.92361,54495.19260,0
