InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
9032-12701,1132074021261,15.00,0.06,240.47498,31.89208,55659.42840,0
9032-12701,1132074021261,15.12,0.06,240.47511,31.89219,55659.43355,0
9032-12701,1132074021261,15.02,0.06,240.47496,31.89203,55659.43877,0
9032-12701,1132074021261,15.12,0.06,240.47500,31.89202,55659.44393,0
9032-12701,1132074021261,15.22,0.06,240.47495,31.89194,55677.30495,0
9032-12701,1132074021261,15.13,0.06,240.47487,31.89198,55677.31194,0
9032-12701,1132074021261,15.16,0.06,240.47496,31.89209,55677.31887,0
9032-12701,1132074021261,15.05,0.06,240.47508,31.89207,55677.32585,0
9032-12701,1132074021261,14.92,0.06,240.47500,31.89215,55717.35391,0
9032-12701,1132074021261,15.00,0.06,240.47496,31.89204,55717.36322,0
9032-12701,1132074021261,14.93,0.06,240.47495,31.89206,55717.37252,0
9032-12701,1132074021261,15.02,0.06,240.47497,31.89200,55717.38188,0
9032-12701,1132074021261,15.03,0.06,240.47512,31.89224,55724.31769,0
9032-12701,1132074021261,15.06,0.06,240.47497,31.89194,55724.32458,0
9032-12701,1132074021261,14.97,0.06,240.47497,31.89204,55724.33148,0
9032-12701,1132074021261,14.97,0.06,240.47492,31.89210,55724.33842,0
9032-12701,1132074021261,15.42,0.06,240.47504,31.89208,55628.43990,0
9032-12701,1132074021261,15.15,0.06,240.47529,31.89213,55628.44501,0
9032-12701,1132074021261,15.05,0.06,240.47510,31.89206,55628.45019,0
9032-12701,1132074021261,15.16,0.06,240.47528,31.89211,55628.45534,0
9032-12701,1132074021261,14.95,0.06,240.47506,31.89209,55648.38530,0
9032-12701,1132074021261,14.93,0.06,240.47507,31.89208,55648.39380,0
9032-12701,1132074021261,14.96,0.06,240.47493,31.89208,55648.40244,0
9032-12701,1132074021261,15.13,0.06,240.47508,31.89202,55648.41106,0
9032-12701,1132074021261,15.04,0.06,240.47488,31.89202,55688.34846,0
9032-12701,1132074021261,15.03,0.06,240.47490,31.89204,55688.35365,0
9032-12701,1132074021261,15.12,0.06,240.47494,31.89202,55688.35890,0
9032-12701,1132074021261,15.17,0.06,240.47498,31.89216,55688.36412,0
9032-12701,1132074021261,15.02,0.06,240.47505,31.89205,55701.38716,0
9032-12701,1132074021261,15.00,0.06,240.47493,31.89205,55701.39452,0
9032-12701,1132074021261,14.97,0.06,240.47498,31.89200,55701.40189,0
9032-12701,1132074021261,15.07,0.06,240.47497,31.89204,55701.40933,0
9032-12701,1132074021261,14.99,0.06,240.47567,31.89190,55830.13456,0
9032-12701,1132074021261,15.19,0.06,240.47563,31.89186,55830.14193,0
9032-12701,1132074021261,15.19,0.06,240.47578,31.89181,55830.14936,0
9032-12701,1132074021261,15.23,0.06,240.47565,31.89193,55830.15681,0
9032-12701,1132074021261,15.14,0.06,240.47499,31.89204,56018.44231,0
9032-12701,1132074021261,15.06,0.06,240.47517,31.89201,56018.44922,0
9032-12701,1132074021261,15.53,0.06,240.47518,31.89199,56018.45613,0
9032-12701,1132074021261,15.13,0.06,240.47510,31.89199,56018.46309,0
9032-12701,1132074021261,15.66,0.06,240.47537,31.89194,56039.43512,0
9032-12701,1132074021261,15.67,0.06,240.47498,31.89187,56039.44136,0
9032-12701,1132074021261,15.27,0.06,240.47516,31.89204,56039.44754,0
9032-12701,1132074021261,15.13,0.06,240.47512,31.89194,56039.45373,0
9032-12701,1132074021261,15.07,0.06,240.47487,31.89213,56046.38182,0
9032-12701,1132074021261,15.19,0.06,240.47496,31.89208,56046.38871,0
9032-12701,1132074021261,15.02,0.06,240.47491,31.89208,56046.39556,0
9032-12701,1132074021261,15.00,0.06,240.47494,31.89215,56046.40232,0
9032-12701,1132074021261,15.23,0.06,240.47494,31.89196,56063.37356,0
9032-12701,1132074021261,15.52,0.06,240.47517,31.89206,56063.38033,0
9032-12701,1132074021261,15.21,0.06,240.47514,31.89213,56063.38714,0
9032-12701,1132074021261,15.33,0.06,240.47522,31.89198,56063.39396,0
9032-12701,1132074021261,15.27,0.06,240.47521,31.89189,56071.34896,0
9032-12701,1132074021261,15.47,0.06,240.47494,31.89201,56071.35648,0
9032-12701,1132074021261,15.46,0.06,240.47490,31.89193,56071.36395,0
9032-12701,1132074021261,15.16,0.06,240.47498,31.89201,56071.37144,0
9032-12701,1132074021261,15.36,0.06,240.47515,31.89195,56077.37614,0
9032-12701,1132074021261,15.48,0.06,240.47503,31.89189,56077.38414,0
9032-12701,1132074021261,15.23,0.06,240.47507,31.89203,56077.39213,0
9032-12701,1132074021261,15.15,0.06,240.47510,31.89204,56077.40025,0
9032-12701,1132074021261,15.09,0.06,240.47498,31.89209,56088.35745,0
9032-12701,1132074021261,15.09,0.06,240.47518,31.89202,56088.36249,0
9032-12701,1132074021261,15.17,0.06,240.47504,31.89188,56088.36696,0
9032-12701,1132074021261,15.20,0.06,240.47500,31.89203,56088.37144,0
9032-12701,1132074021261,15.35,0.06,240.47503,31.89193,56099.28359,0
9032-12701,1132074021261,15.68,0.06,240.47524,31.89169,56099.29087,0
9032-12701,1132074021261,15.37,0.06,240.47525,31.89187,56099.29825,0
9032-12701,1132074021261,15.70,0.06,240.47520,31.89181,56099.30560,0
9032-12701,1132074021261,14.93,0.06,240.47506,31.89191,56188.11136,0
9032-12701,1132074021261,15.09,0.06,240.47494,31.89188,56188.11617,0
9032-12701,1132074021261,14.90,0.06,240.47502,31.89192,56188.12104,0
9032-12701,1132074021261,14.94,0.06,240.47494,31.89201,56188.12586,0
9032-12701,1132074021261,14.97,0.06,240.47507,31.89208,56194.13232,0
9032-12701,1132074021261,15.03,0.06,240.47498,31.89194,56194.13509,0
9032-12701,1132074021261,15.06,0.06,240.47507,31.89212,56194.13784,0
9032-12701,1132074021261,15.02,0.06,240.47485,31.89212,56194.14060,0
9032-12701,1132074021261,15.00,0.06,240.47505,31.89196,56374.37456,0
9032-12701,1132074021261,14.98,0.06,240.47515,31.89211,56374.38276,0
9032-12701,1132074021261,15.01,0.06,240.47498,31.89211,56374.39111,0
9032-12701,1132074021261,15.01,0.06,240.47505,31.89199,56374.39939,0
9032-12701,1132074021261,15.00,0.06,240.47505,31.89205,55956.49408,0
9032-12701,1132074021261,14.97,0.06,240.47509,31.89205,55956.50049,0
9032-12701,1132074021261,15.04,0.06,240.47495,31.89193,55956.50672,0
9032-12701,1132074021261,15.17,0.06,240.47508,31.89193,55956.51293,0
9032-12701,1132074021261,15.03,0.06,240.47515,31.89205,56395.42732,0
9032-12701,1132074021261,14.99,0.06,240.47507,31.89208,56395.43412,0
9032-12701,1132074021261,14.98,0.06,240.47520,31.89199,56395.44095,0
9032-12701,1132074021261,14.97,0.06,240.47507,31.89206,56395.44784,0
9032-12701,1132074021261,15.08,0.06,240.47497,31.89221,56419.36947,0
9032-12701,1132074021261,15.03,0.06,240.47496,31.89192,56419.37803,0
9032-12701,1132074021261,15.04,0.06,240.47488,31.89208,56419.38653,0
9032-12701,1132074021261,14.97,0.06,240.47511,31.89209,56419.39511,0
9032-12701,1132074021261,15.01,0.06,240.47493,31.89211,56427.39209,0
9032-12701,1132074021261,15.03,0.06,240.47496,31.89201,56427.39884,0
9032-12701,1132074021261,15.08,0.06,240.47508,31.89211,56427.40562,0
9032-12701,1132074021261,15.06,0.06,240.47507,31.89201,56427.41246,0
9032-12701,1132074021261,14.93,0.06,240.47504,31.89204,56432.26595,0
9032-12701,1132074021261,15.04,0.06,240.47503,31.89194,56432.27107,0
9032-12701,1132074021261,15.12,0.06,240.47511,31.89200,56432.27618,0
9032-12701,1132074021261,15.04,0.06,240.47514,31.89205,56432.28127,0
9032-12701,1132074021261,14.91,0.06,240.47509,31.89205,56446.33574,0
9032-12701,1132074021261,14.98,0.06,240.47502,31.89219,56446.34256,0
9032-12701,1132074021261,14.90,0.06,240.47500,31.89198,56446.34936,0
9032-12701,1132074021261,15.11,0.06,240.47500,31.89204,56446.35613,0
9032-12701,1132074021261,14.92,0.06,240.47507,31.89209,56453.35815,0
9032-12701,1132074021261,14.90,0.06,240.47494,31.89209,56453.36327,0
9032-12701,1132074021261,15.02,0.06,240.47498,31.89201,56453.36839,0
9032-12701,1132074021261,15.03,0.06,240.47500,31.89200,56453.37352,0
9032-12701,1132074021261,15.00,0.06,240.47494,31.89217,56461.32262,0
9032-12701,1132074021261,15.01,0.06,240.47496,31.89202,56461.32773,0
9032-12701,1132074021261,15.04,0.06,240.47495,31.89198,56461.33282,0
9032-12701,1132074021261,15.01,0.06,240.47508,31.89208,56461.33798,0
9032-12701,1132074021261,14.99,0.06,240.47493,31.89219,56471.24726,0
9032-12701,1132074021261,14.95,0.06,240.47518,31.89205,56471.25392,0
9032-12701,1132074021261,15.02,0.06,240.47500,31.89209,56471.26063,0
9032-12701,1132074021261,15.13,0.06,240.47498,31.89208,56471.26745,0
9032-12701,1132074021261,15.11,0.06,240.47498,31.89185,56558.12349,0
9032-12701,1132074021261,15.02,0.06,240.47524,31.89208,56558.12792,0
9032-12701,1132074021261,15.03,0.06,240.47514,31.89208,56558.13237,0
9032-12701,1132074021261,14.94,0.06,240.47501,31.89200,56558.13686,0
8614-12703,1135076067279,13.82,0.05,258.11847,35.88402,53557.32648,0
8614-12703,1135076067279,13.81,0.05,258.11844,35.88402,53557.33058,0
8614-12703,1135076067279,13.82,0.05,258.11842,35.88407,53557.33472,0
8614-12703,1135076067279,13.83,0.05,258.11850,35.88405,53557.33888,0
8614-12703,1135076067279,13.81,0.05,258.11870,35.88397,53562.24545,0
8614-12703,1135076067279,13.81,0.05,258.11851,35.88404,53562.25251,0
8614-12703,1135076067279,13.81,0.05,258.11846,35.88408,53562.25960,0
8614-12703,1135076067279,13.80,0.05,258.11848,35.88402,53562.26664,0
8614-12703,1135076067279,13.80,0.05,258.11846,35.88404,53526.39884,0
8614-12703,1135076067279,13.82,0.05,258.11867,35.88397,53526.40854,0
8614-12703,1135076067279,13.81,0.05,258.11839,35.88398,53526.41829,0
8614-12703,1135076067279,13.81,0.05,258.11846,35.88400,53526.42808,0
8614-12703,1135076067279,13.81,0.05,258.11846,35.88404,53534.31852,0
8614-12703,1135076067279,13.82,0.05,258.11877,35.88396,53534.32705,0
8614-12703,1135076067279,13.81,0.05,258.11845,35.88401,53534.33545,0
8614-12703,1135076067279,13.82,0.05,258.11849,35.88404,53534.34380,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88403,53549.25327,0
8614-12703,1135076067279,13.81,0.05,258.11842,35.88402,53549.25996,0
8614-12703,1135076067279,13.84,0.05,258.11850,35.88405,53549.26653,0
8614-12703,1135076067279,13.82,0.05,258.11872,35.88405,53549.27310,0
8614-12703,1135076067279,13.78,0.05,258.11840,35.88413,53688.06040,0
8614-12703,1135076067279,13.93,0.05,258.11837,35.88391,53688.06578,0
8614-12703,1135076067279,13.78,0.05,258.11848,35.88395,53688.07119,0
8614-12703,1135076067279,13.85,0.05,258.11844,35.88401,53688.07657,0
8614-12703,1135076067279,13.80,0.05,258.11835,35.88396,53694.06315,0
8614-12703,1135076067279,13.78,0.05,258.11843,35.88400,53694.06644,0
8614-12703,1135076067279,13.77,0.05,258.11850,35.88402,53694.06964,0
8614-12703,1135076067279,13.78,0.05,258.11839,35.88401,53694.07295,0
8614-12703,1135076067279,13.79,0.05,258.11843,35.88403,53644.13481,0
8614-12703,1135076067279,13.76,0.05,258.11866,35.88400,53644.14137,0
8614-12703,1135076067279,13.77,0.05,258.11864,35.88396,53644.14790,0
8614-12703,1135076067279,13.79,0.05,258.11838,35.88404,53644.15444,0
8614-12703,1135076067279,13.75,0.05,258.11860,35.88395,53657.12068,0
8614-12703,1135076067279,13.73,0.05,258.11846,35.88402,53657.12708,0
8614-12703,1135076067279,13.72,0.05,258.11842,35.88406,53657.13344,0
8614-12703,1135076067279,13.80,0.05,258.11873,35.88400,53673.07630,0
8614-12703,1135076067279,13.78,0.05,258.11849,35.88405,53673.08119,0
8614-12703,1135076067279,13.78,0.05,258.11847,35.88403,53673.08608,0
8614-12703,1135076067279,13.77,0.05,258.11846,35.88405,53673.09097,0
8614-12703,1135076067279,13.82,0.05,258.11842,35.88403,53627.14932,0
8614-12703,1135076067279,13.74,0.05,258.11847,35.88402,53627.15631,0
8614-12703,1135076067279,13.81,0.05,258.11864,35.88399,53627.16331,0
8614-12703,1135076067279,13.75,0.05,258.11846,35.88403,53627.17036,0
8614-12703,1135076067279,13.80,0.05,258.11848,35.88403,53851.43077,0
8614-12703,1135076067279,13.80,0.05,258.11849,35.88404,53851.43724,0
8614-12703,1135076067279,13.78,0.05,258.11849,35.88405,53851.44372,0
8614-12703,1135076067279,13.79,0.05,258.11848,35.88405,53851.45017,0
8614-12703,1135076067279,13.73,0.07,258.11833,35.88391,53900.31577,0
8614-12703,1135076067279,13.79,0.07,258.11832,35.88403,53900.31675,0
8614-12703,1135076067279,13.74,0.07,258.11841,35.88411,53900.31774,0
8614-12703,1135076067279,13.75,0.07,258.11850,35.88406,53900.31873,0
8614-12703,1135076067279,13.79,0.05,258.11850,35.88404,53796.47398,0
8614-12703,1135076067279,13.79,0.05,258.11874,35.88398,53796.48040,0
8614-12703,1135076067279,13.73,0.05,258.11848,35.88406,53796.48687,0
8614-12703,1135076067279,13.78,0.05,258.11870,35.88396,53796.49335,0
8614-12703,1135076067279,13.77,0.05,258.11846,35.88404,53886.36411,0
8614-12703,1135076067279,13.78,0.05,258.11874,35.88401,53886.37329,0
8614-12703,1135076067279,13.76,0.05,258.11843,35.88406,53886.38243,0
8614-12703,1135076067279,13.78,0.05,258.11848,35.88403,53886.39152,0
8614-12703,1135076067279,13.87,0.06,258.11846,35.88403,54055.05981,0
8614-12703,1135076067279,13.85,0.06,258.11841,35.88396,54055.06269,0
8614-12703,1135076067279,13.80,0.06,258.11837,35.88393,54055.06559,0
8614-12703,1135076067279,13.86,0.06,258.11845,35.88398,54055.06848,0
8614-12703,1135076067279,13.83,0.05,258.11848,35.88401,54037.08932,0
8614-12703,1135076067279,13.82,0.05,258.11847,35.88402,54037.09412,0
8614-12703,1135076067279,13.82,0.05,258.11844,35.88398,54037.09896,0
8614-12703,1135076067279,13.81,0.05,258.11851,35.88399,54037.10380,0
8614-12703,1135076067279,13.83,0.05,258.11845,35.88402,53995.16155,0
8614-12703,1135076067279,13.84,0.05,258.11841,35.88401,53995.17116,0
8614-12703,1135076067279,13.84,0.05,258.11840,35.88400,53995.18077,0
8614-12703,1135076067279,13.84,0.05,258.11848,35.88404,53995.19037,0
8614-12703,1135076067279,13.85,0.05,258.11849,35.88402,54007.10464,0
8614-12703,1135076067279,13.84,0.05,258.11840,35.88403,54007.10634,0
8614-12703,1135076067279,13.83,0.05,258.11847,35.88402,54007.10802,0
8614-12703,1135076067279,13.85,0.05,258.11852,35.88408,54007.10970,0
8614-12703,1135076067279,13.82,0.05,258.11851,35.88401,54157.45106,0
8614-12703,1135076067279,13.84,0.05,258.11849,35.88404,54157.46030,0
8614-12703,1135076067279,13.83,0.05,258.11848,35.88403,54157.46956,0
8614-12703,1135076067279,13.82,0.05,258.11851,35.88404,54157.47880,0
8614-12703,1135076067279,13.82,0.05,258.11848,35.88404,54295.26366,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88402,54295.26794,0
8614-12703,1135076067279,13.83,0.05,258.11852,35.88404,54295.27222,0
8614-12703,1135076067279,13.81,0.05,258.11848,35.88406,54295.27650,0
8614-12703,1135076067279,13.83,0.05,258.11849,35.88404,54258.38748,0
8614-12703,1135076067279,13.82,0.05,258.11845,35.88403,54258.39403,0
8614-12703,1135076067279,13.83,0.05,258.11839,35.88400,54258.40062,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88403,54258.40714,0
8614-12703,1135076067279,13.84,0.05,258.11851,35.88405,54270.35943,0
8614-12703,1135076067279,13.84,0.05,258.11846,35.88401,54270.36692,0
8614-12703,1135076067279,13.85,0.05,258.11847,35.88404,54270.37447,0
8614-12703,1135076067279,13.86,0.05,258.11850,35.88406,54270.38198,0
8614-12703,1135076067279,13.84,0.05,258.11851,35.88405,54177.41822,0
8614-12703,1135076067279,13.82,0.05,258.11853,35.88405,54177.42713,0
8614-12703,1135076067279,13.83,0.05,258.11853,35.88404,54177.43604,0
8614-12703,1135076067279,13.83,0.05,258.11851,35.88405,54177.44570,0
8614-12703,1135076067279,13.83,0.05,258.11848,35.88405,54235.28805,0
8614-12703,1135076067279,13.85,0.05,258.11846,35.88404,54235.29295,0
8614-12703,1135076067279,13.82,0.05,258.11850,35.88404,54235.29783,0
8614-12703,1135076067279,13.81,0.05,258.11845,35.88406,54235.30272,0
8614-12703,1135076067279,13.79,0.05,258.11837,35.88400,54406.06215,0
8614-12703,1135076067279,13.79,0.05,258.11849,35.88401,54406.06644,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88399,54406.07074,0
8614-12703,1135076067279,13.79,0.05,258.11850,35.88406,54406.07503,0
8614-12703,1135076067279,13.78,0.05,258.11838,35.88399,54419.06602,0
8614-12703,1135076067279,13.80,0.05,258.11836,35.88401,54419.07143,0
8614-12703,1135076067279,13.80,0.05,258.11842,35.88406,54419.08224,0
8614-12703,1135076067279,13.80,0.05,258.11844,35.88402,54385.10793,0
8614-12703,1135076067279,13.80,0.05,258.11848,35.88405,54385.11227,0
8614-12703,1135076067279,13.80,0.05,258.11844,35.88400,54385.11662,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88398,54385.12091,0
8614-12703,1135076067279,13.82,0.05,258.11843,35.88399,54358.18540,0
8614-12703,1135076067279,13.81,0.05,258.11845,35.88402,54358.19077,0
8614-12703,1135076067279,13.79,0.05,258.11842,35.88401,54358.19616,0
8614-12703,1135076067279,13.81,0.05,258.11842,35.88399,54358.20153,0
8614-12703,1135076067279,13.81,0.05,258.11843,35.88403,54568.35316,0
8614-12703,1135076067279,13.82,0.05,258.11851,35.88403,54568.36297,0
8614-12703,1135076067279,13.82,0.05,258.11844,35.88402,54568.37278,0
8614-12703,1135076067279,13.81,0.05,258.11845,35.88406,54568.38257,0
8614-12703,1135076067279,13.81,0.05,258.11845,35.88405,54584.28385,0
8614-12703,1135076067279,13.81,0.05,258.11846,35.88399,54584.29147,0
8614-12703,1135076067279,13.82,0.05,258.11847,35.88402,54584.29906,0
8614-12703,1135076067279,13.80,0.05,258.11851,35.88399,54584.30689,0
8614-12703,1135076067279,13.83,0.05,258.11841,35.88404,54525.51159,0
8614-12703,1135076067279,13.82,0.05,258.11841,35.88401,54525.51760,0
8614-12703,1135076067279,13.85,0.05,258.11847,35.88406,54525.52354,0
8614-12703,1135076067279,13.83,0.05,258.11846,35.88402,54525.52957,0
8614-12703,1135076067279,13.81,0.05,258.11848,35.88403,54626.34667,0
8614-12703,1135076067279,13.82,0.05,258.11845,35.88404,54626.35396,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88404,54626.36124,0
8614-12703,1135076067279,13.82,0.05,258.11838,35.88404,54626.36848,0
8614-12703,1135076067279,13.81,0.05,258.11842,35.88400,54641.35825,0
8614-12703,1135076067279,13.83,0.05,258.11843,35.88401,54641.36428,0
8614-12703,1135076067279,13.82,0.05,258.11843,35.88400,54641.37033,0
8614-12703,1135076067279,13.80,0.05,258.11846,35.88405,54641.37637,0
8614-12703,1135076067279,13.81,0.05,258.11859,35.88410,54531.40160,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88403,54531.41148,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88401,54531.42131,0
8614-12703,1135076067279,13.80,0.05,258.11849,35.88405,54531.43112,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88403,54548.44300,0
8614-12703,1135076067279,13.84,0.05,258.11846,35.88402,54548.44968,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88398,54548.45642,0
8614-12703,1135076067279,13.83,0.05,258.11845,35.88400,54548.46318,0
8614-12703,1135076067279,13.82,0.05,258.11843,35.88402,54592.40593,0
8614-12703,1135076067279,13.81,0.05,258.11842,35.88405,54592.41151,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88402,54592.41715,0
8614-12703,1135076067279,13.82,0.05,258.11844,35.88403,54592.42278,0
8614-12703,1135076067279,13.74,0.05,258.11843,35.88403,54598.36031,0
8614-12703,1135076067279,13.81,0.05,258.11847,35.88405,54598.36771,0
8614-12703,1135076067279,13.79,0.05,258.11845,35.88403,54598.37395,0
8614-12703,1135076067279,13.80,0.05,258.11850,35.88401,54598.37852,0
8614-12703,1135076067279,13.83,0.05,258.11839,35.88398,54731.16227,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88397,54731.16823,0
8614-12703,1135076067279,13.84,0.05,258.11848,35.88405,54731.17416,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88394,54731.18009,0
8614-12703,1135076067279,13.83,0.05,258.11850,35.88402,54942.35029,0
8614-12703,1135076067279,13.84,0.05,258.11847,35.88405,54942.35578,0
8614-12703,1135076067279,13.85,0.05,258.11841,35.88404,54942.36127,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88403,54942.36669,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88402,55063.23551,0
8614-12703,1135076067279,13.87,0.05,258.11837,35.88400,55063.24136,0
8614-12703,1135076067279,13.85,0.05,258.11840,35.88402,55063.24713,0
8614-12703,1135076067279,13.84,0.05,258.11839,35.88404,55063.25301,0
8614-12703,1135076067279,13.84,0.05,258.11847,35.88404,54851.53921,0
8614-12703,1135076067279,13.84,0.05,258.11852,35.88403,54851.54504,0
8614-12703,1135076067279,13.85,0.05,258.11854,35.88406,54851.55086,0
8614-12703,1135076067279,13.89,0.05,258.11852,35.88403,54851.55693,0
8614-12703,1135076067279,13.80,0.05,258.11844,35.88405,55034.17498,0
8614-12703,1135076067279,13.80,0.05,258.11847,35.88406,55034.17894,0
8614-12703,1135076067279,13.83,0.05,258.11846,35.88399,55034.18285,0
8614-12703,1135076067279,13.81,0.05,258.11848,35.88402,55034.18672,0
8614-12703,1135076067279,13.83,0.05,258.11852,35.88401,55043.20307,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88403,55043.20903,0
8614-12703,1135076067279,13.82,0.05,258.11839,35.88403,55043.21498,0
8614-12703,1135076067279,13.82,0.05,258.11845,35.88400,55043.22084,0
8614-12703,1135076067279,13.82,0.05,258.11842,35.88403,54996.36734,0
8614-12703,1135076067279,13.82,0.05,258.11840,35.88404,54996.37563,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88405,54996.38639,0
8614-12703,1135076067279,13.84,0.05,258.11845,35.88400,54996.39198,0
8614-12703,1135076067279,13.84,0.05,258.11849,35.88410,54919.42643,0
8614-12703,1135076067279,13.87,0.05,258.11850,35.88403,54955.32970,0
8614-12703,1135076067279,13.85,0.05,258.11855,35.88405,54955.33552,0
8614-12703,1135076067279,13.85,0.05,258.11852,35.88402,54955.34136,0
8614-12703,1135076067279,13.83,0.05,258.11851,35.88402,54955.34727,0
8614-12703,1135076067279,13.86,0.05,258.11849,35.88402,54967.41843,0
8614-12703,1135076067279,13.86,0.05,258.11850,35.88404,54967.42522,0
8614-12703,1135076067279,13.85,0.05,258.11847,35.88402,54967.43199,0
8614-12703,1135076067279,13.86,0.05,258.11847,35.88402,54967.43881,0
8614-12703,1135076067279,13.82,0.05,258.11845,35.88402,54979.35459,0
8614-12703,1135076067279,13.82,0.05,258.11843,35.88403,54979.36185,0
8614-12703,1135076067279,13.81,0.05,258.11844,35.88401,54979.36912,0
8614-12703,1135076067279,13.83,0.05,258.11845,35.88403,54979.37637,0
8614-12703,1135076067279,13.85,0.05,258.11837,35.88399,55089.16916,0
8614-12703,1135076067279,13.83,0.05,258.11839,35.88401,55089.17531,0
8614-12703,1135076067279,13.84,0.05,258.11838,35.88401,55089.18145,0
8614-12703,1135076067279,13.84,0.05,258.11841,35.88401,55095.16872,0
8614-12703,1135076067279,13.86,0.05,258.11839,35.88399,55095.17363,0
8614-12703,1135076067279,13.83,0.05,258.11847,35.88402,55095.17848,0
8614-12703,1135076067279,13.84,0.05,258.11843,35.88396,55095.18341,0
8614-12703,1135076067279,13.82,0.05,258.11844,35.88409,55102.13043,0
8614-12703,1135076067279,13.84,0.05,258.11842,35.88401,55102.13533,0
8614-12703,1135076067279,13.90,0.05,258.11813,35.88395,55102.14018,0
8614-12703,1135076067279,13.84,0.05,258.11838,35.88406,55102.14509,0
8614-12703,1135076067279,13.84,0.05,258.11849,35.88408,55299.43443,0
8614-12703,1135076067279,13.83,0.05,258.11846,35.88403,55299.44139,0
8614-12703,1135076067279,13.83,0.05,258.11847,35.88402,55299.44841,0
8614-12703,1135076067279,13.83,0.05,258.11845,35.88407,55299.45540,0
8614-12703,1135076067279,13.82,0.05,258.11843,35.88404,55350.35828,0
8614-12703,1135076067279,13.80,0.05,258.11849,35.88404,55350.36411,0
8614-12703,1135076067279,13.81,0.05,258.11842,35.88403,55350.36993,0
8614-12703,1135076067279,13.82,0.05,258.11841,35.88402,55350.37575,0
8614-12703,1135076067279,13.83,0.05,258.11844,35.88404,55363.38701,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88404,55363.39225,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88404,55363.39750,0
8614-12703,1135076067279,13.84,0.05,258.11845,35.88406,55363.40274,0
8614-12703,1135076067279,13.84,0.05,258.11845,35.88407,55368.30115,0
8614-12703,1135076067279,13.82,0.05,258.11845,35.88409,55368.30804,0
8614-12703,1135076067279,13.82,0.05,258.11846,35.88403,55368.32183,0
8614-12703,1135076067279,13.85,0.05,258.11844,35.88404,55273.50524,0
8614-12703,1135076067279,13.84,0.05,258.11850,35.88404,55273.50981,0
8614-12703,1135076067279,13.84,0.05,258.11846,35.88406,55273.51438,0
8614-12703,1135076067279,13.85,0.05,258.11848,35.88406,55273.51905,0
8614-12703,1135076067279,13.84,0.05,258.11849,35.88406,55280.43454,0
8614-12703,1135076067279,13.86,0.05,258.11848,35.88407,55280.44134,0
8614-12703,1135076067279,13.84,0.05,258.11844,35.88408,55280.44829,0
8614-12703,1135076067279,13.85,0.05,258.11851,35.88407,55280.45518,0
8614-12703,1135076067279,13.84,0.06,258.11848,35.88403,55324.40678,0
8614-12703,1135076067279,13.85,0.06,258.11848,35.88405,55324.40915,0
8614-12703,1135076067279,14.01,0.06,258.11847,35.88415,55324.41149,0
8614-12703,1135076067279,14.24,0.07,258.11849,35.88429,55324.41390,0
8614-12703,1135076067279,13.84,0.05,258.11848,35.88402,55330.38597,0
8614-12703,1135076067279,13.82,0.05,258.11848,35.88404,55330.39169,0
8614-12703,1135076067279,13.83,0.05,258.11847,35.88405,55330.39736,0
8614-12703,1135076067279,13.83,0.05,258.11849,35.88406,55330.40309,0
8614-12703,1135076067279,13.82,0.05,258.11844,35.88403,55340.32205,0
8614-12703,1135076067279,13.83,0.05,258.11847,35.88406,55340.32732,0
8614-12703,1135076067279,13.87,0.05,258.11844,35.88403,55340.33258,0
8614-12703,1135076067279,13.84,0.05,258.11847,35.88407,55340.33794,0
8614-12703,1135076067279,13.84,0.05,258.11850,35.88407,55502.07738,0
8614-12703,1135076067279,13.86,0.05,258.11845,35.88398,55502.08422,0
8614-12703,1135076067279,13.85,0.05,258.11845,35.88398,55502.08764,0
8614-12703,1135076067279,13.89,0.05,258.11838,35.88401,55478.10114,0
8614-12703,1135076067279,13.91,0.05,258.11831,35.88405,55478.11028,0
8614-12703,1135076067279,13.87,0.05,258.11844,35.88403,55478.11483,0
8614-12703,1135076067279,13.86,0.05,258.11840,35.88397,55450.14460,0
8614-12703,1135076067279,13.98,0.05,258.11829,35.88404,55450.15489,0
8614-12703,1135076067279,13.86,0.05,258.11845,35.88398,55450.16006,0
8614-12703,1135076067279,13.85,0.05,258.11847,35.88401,55677.42687,0
